# The mean-activity when eta=0.005
# col: Ne/Ni = 0.11, 0.25, ... , 4, 9
# row: Wi/We = 0.11, 0.25, 0.43, ... , 2.33, 4, 9
0.01	0.97	1	1	1	1	1	1	1
0.01	0.01	0.96	1	1	1	1	1	1
0	0.01	0.03	0.92	0.99	1	1	1	1
0	0.01	0.01	0.05	0.93	0.99	1	1	1
0	0.01	0.01	0.02	0.12	0.66	1	1	1
0	0.01	0.01	0.01	0.02	0.16	0.95	1	1
0.01	0.01	0.01	0.01	0.01	0.03	0.18	0.97	1
0	0.01	0.01	0.01	0.01	0.01	0.03	0.21	0.99
0	0.01	0.01	0.01	0.01	0.01	0.02	0.03	0.27








