# The mean-synaptic-current when eta=0.0005
# col: Ne/Ni = 0.11, 0.25, ... , 4, 9
# row: Wi/We = 0.11, 0.25, 0.43, ... , 2.33, 4, 9
0	0	0.18	0.28	0.37	0.46	0.55	0.65	0.74
0	0	0	0.2	0.31	0.41	0.49	0.57	0.65
0	0	0	0	0.23	0.35	0.47	0.59	0.71
0	0	0	0	0.11	0.26	0.41	0.55	0.69
0	0	0.18	0.28	0.37	0.46	0.55	0.65	0.74
0	0	0	-0.0	-0.0	-0.03	0.18	0.4	0.62
-0.01	-0.01	0	0	-0.01	-0.02	-0.06	0.26	0.55
-0.01	-0.01	-0.01	-0.01	-0.01	-0.03	-0.05	-0.1	0.4
-0.01	-0.02	-0.02	-0.02	-0.04	-0.06	-0.08	-0.13	-0.14














